file_path,file_name,language,gender,speaker,book,duration,sample_rate,score,predicted_score
/home/victor.moreno/dl-29_backup/spoof/dataset/mailabs/fr_FR/female/nadine_eckert_boulet/les_tribulations_dun_chinoise/wavs/les_tribulations_dun_chinoise_09_f000052.wav,les_tribulations_dun_chinoise_09_f000052.wav,fr_FR,female,nadine_eckert_boulet,les_tribulations_dun_chinoise,6.4598125,16000.0,0.9999998807907104,8.941590309143066
/home/victor.moreno/dl-29_backup/spoof/dataset/mailabs/pl_PL/by_book/male/piotr_nater/lalka/wavs/lalka_1_04_f000113.wav,lalka_1_04_f000113.wav,pl_PL,male,piotr_nater,lalka,1.6498125,16000.0,0.9999996423721312,8.962836265563965
/home/victor.moreno/dl-29_backup/spoof/dataset/mailabs/pl_PL/by_book/female/nina_brown/saragossie/wavs/saragossie_08_f000022.wav,saragossie_08_f000022.wav,pl_PL,female,nina_brown,saragossie,10.3098125,16000.0,0.9999997615814208,8.389382362365723
/home/victor.moreno/dl-29_backup/spoof/dataset/mailabs/it_IT/by_book/female/lisa_caputo/malavoglia/wavs/imalavoglia_08_verga_f000323.wav,imalavoglia_08_verga_f000323.wav,it_IT,female,lisa_caputo,malavoglia,2.8098125,16000.0,0.9999998807907104,8.994367599487305
/home/victor.moreno/dl-29_backup/spoof/dataset/mailabs/es_ES/by_book/male/tux/la_corte_de_carlos_iv/wavs/corte_de_carlos_iv_26_perezgaldos_f000017.wav,corte_de_carlos_iv_26_perezgaldos_f000017.wav,es_ES,male,tux,la_corte_de_carlos_iv,5.1898125,16000.0,0.9999998807907104,8.881065368652344
/home/victor.moreno/dl-29_backup/spoof/dataset/mailabs/pl_PL/by_book/female/nina_brown/saragossie/wavs/saragossie_40_f000079.wav,saragossie_40_f000079.wav,pl_PL,female,nina_brown,saragossie,10.7798125,16000.0,0.9999996423721312,
/home/victor.moreno/dl-29_backup/spoof/dataset/mailabs/it_IT/by_book/female/lisa_caputo/malavoglia/wavs/imalavoglia_08_verga_f000261.wav,imalavoglia_08_verga_f000261.wav,it_IT,female,lisa_caputo,malavoglia,5.2048125,16000.0,0.9999997615814208,
/home/victor.moreno/dl-29_backup/spoof/dataset/mailabs/fr_FR/female/nadine_eckert_boulet/les_mysteres_de_paris/wavs/les_mysteres_de_paris_3_10_f000115.wav,les_mysteres_de_paris_3_10_f000115.wav,fr_FR,female,nadine_eckert_boulet,les_mysteres_de_paris,5.61875,16000.0,0.9999996423721312,
/home/victor.moreno/dl-29_backup/spoof/dataset/mailabs/ru_RU/by_book/male/minaev/oblomov/wavs/oblomov_s004370.wav,oblomov_s004370.wav,ru_RU,male,minaev,oblomov,4.7798125,16000.0,0.9999998807907104,
/home/victor.moreno/dl-29_backup/spoof/dataset/mailabs/en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_25_f000089.wav,wives_and_daughters_25_f000089.wav,en_UK,female,elizabeth_klett,wives_and_daughters,8.0498125,16000.0,0.9999997615814208,
/home/victor.moreno/dl-29_backup/spoof/dataset/mailabs/ru_RU/by_book/male/nikolaev/argentinetz/wavs/argentinetz_s002940.wav,argentinetz_s002940.wav,ru_RU,male,nikolaev,argentinetz,11.0298125,16000.0,0.9999974966049194,7.071688175201416
/home/victor.moreno/dl-29_backup/spoof/dataset/mailabs/de_DE/by_book/female/eva_k/toten_seelen/wavs/toten_seelen_17_f000135.wav,toten_seelen_17_f000135.wav,de_DE,female,eva_k,toten_seelen,11.2688125,16000.0,0.9999997615814208,8.580124855041504
/home/victor.moreno/dl-29_backup/spoof/dataset/mailabs/it_IT/by_book/male/riccardo_fasol/la_contessa_di_karolystria/wavs/la_contessa_di_karolystria_9_ghislanzoni_f000081.wav,la_contessa_di_karolystria_9_ghislanzoni_f000081.wav,it_IT,male,riccardo_fasol,la_contessa_di_karolystria,3.8298125,16000.0,0.9999998807907104,8.890835762023926
/home/victor.moreno/dl-29_backup/spoof/dataset/mailabs/uk_UK/by_book/male/shepel/zvirobij/wavs/zvirobij_s001593.wav,zvirobij_s001593.wav,uk_UK,male,shepel,zvirobij,7.2398125,16000.0,0.9999985694885254,7.410841464996338
/home/victor.moreno/dl-29_backup/spoof/dataset/mailabs/uk_UK/by_book/male/shepel/zvirobij/wavs/zvirobij_s004236.wav,zvirobij_s004236.wav,uk_UK,male,shepel,zvirobij,2.3398125,16000.0,0.9999997615814208,9.17299747467041
/home/victor.moreno/dl-29_backup/spoof/dataset/mailabs/uk_UK/by_book/male/obruchov/voly/wavs/voly_23_f000187.wav,voly_23_f000187.wav,uk_UK,male,obruchov,voly,5.4198125,16000.0,0.9999998807907104,
/home/victor.moreno/dl-29_backup/spoof/dataset/mailabs/en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_06_f000054.wav,northandsouth_06_f000054.wav,en_US,female,mary_ann,northandsouth,6.9898125,16000.0,0.9999998807907104,
/home/victor.moreno/dl-29_backup/spoof/dataset/mailabs/ru_RU/by_book/female/hajdurova/mnogo_shuma_iz_nichego/wavs/mnogo_shuma_iz_nichego_s000520.wav,mnogo_shuma_iz_nichego_s000520.wav,ru_RU,female,hajdurova,mnogo_shuma_iz_nichego,13.3998125,16000.0,0.9999996423721312,
/home/victor.moreno/dl-29_backup/spoof/dataset/mailabs/pl_PL/by_book/male/piotr_nater/lalka/wavs/lalka_1_05_f000052.wav,lalka_1_05_f000052.wav,pl_PL,male,piotr_nater,lalka,6.2798125,16000.0,0.9999998807907104,
/home/victor.moreno/dl-29_backup/spoof/dataset/mailabs/en_US/by_book/female/judy_bieber/sky_island/wavs/skyisland_21_baum_64kb_f000045.wav,skyisland_21_baum_64kb_f000045.wav,en_US,female,judy_bieber,sky_island,10.2598125,16000.0,0.9999997615814208,
/home/victor.moreno/dl-29_backup/spoof/dataset/mailabs/fr_FR/female/nadine_eckert_boulet/les_mysteres_de_paris/wavs/les_mysteres_de_paris_3_15_f000029.wav,les_mysteres_de_paris_3_15_f000029.wav,fr_FR,female,nadine_eckert_boulet,les_mysteres_de_paris,8.7298125,16000.0,0.9999998807907104,8.934457778930664
/home/victor.moreno/dl-29_backup/spoof/dataset/mailabs/en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_14_f000264.wav,jane_eyre_14_f000264.wav,en_UK,female,elizabeth_klett,jane_eyre,2.4298125,16000.0,0.9999998807907104,8.893012046813965
/home/victor.moreno/dl-29_backup/spoof/dataset/mailabs/es_ES/by_book/male/victor_villarraza/la_dama_de_las_camelias/wavs/damadelascamelias_25_dumas_f000113.wav,damadelascamelias_25_dumas_f000113.wav,es_ES,male,victor_villarraza,la_dama_de_las_camelias,4.0298125,16000.0,0.9999997615814208,8.454106330871582
/home/victor.moreno/dl-29_backup/spoof/dataset/mailabs/fr_FR/female/nadine_eckert_boulet/la_vampire/wavs/la_vampire_14_f000130.wav,la_vampire_14_f000130.wav,fr_FR,female,nadine_eckert_boulet,la_vampire,8.2698125,16000.0,0.9999997615814208,8.59256649017334
/home/victor.moreno/dl-29_backup/spoof/dataset/mailabs/en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_32_f000037.wav,jane_eyre_32_f000037.wav,en_UK,female,elizabeth_klett,jane_eyre,4.2698125,16000.0,0.9999998807907104,8.76941967010498
/home/victor.moreno/dl-29_backup/spoof/dataset/mailabs/en_US/by_book/male/elliot_miller/pirates_of_ersatz/wavs/piratesofersatz_05_leinster_64kb_f000009.wav,piratesofersatz_05_leinster_64kb_f000009.wav,en_US,male,elliot_miller,pirates_of_ersatz,11.2998125,16000.0,0.9999998807907104,
